IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL,USD/TON,SINGLE HULLED,NEXT TO LAST,DATE OF CHANGE,SUB-TYPE OF SHIP,DATE SOLD FOR BREAKING,FORMER NAME,COMMENT
8129618,TIGR-1,Products Tanker,5191.0,3225.0,1984.0,Russia,,Tigr-Oil LLC,Russia,Tigr-Oil LLC,Tigr-Oil LLC,Russia,Chittagong,Bangladesh,2019-10-01 00:00:00+00:00,,,,,,,,
8212099,ZOLOTO KOLYMY,Bulk Carrier,17191.0,7282.0,1987.0,Russia,,Tranzit-DV Group OOO,Russia,North Eastern Shipping Co Ltd,North Eastern Shipping Co Ltd,Russia,Chittagong,Bangladesh,2019-05-01 00:00:00+00:00,,,,,,,,
8227446,ARROW-I,General Cargo,933.0,757.0,1984.0,Togo,,Triera Company Limited,Russia,Triera Co Ltd,Fister Business Inc,Seychelles,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,Arrow,
9043122,PROSPERITY,General Cargo Ship,6459.0,3439.0,1997.0,,,Aleph International Ltd Co,Saudi Arabia,Ships Corp SA,Prosperity X SA,Marshall Islands,Aliaga,Turkey,2019-09-01 00:00:00+00:00,,,,,,,,
9102253,ATBAN,Crude Oil Tanker,163882.0,48100.0,1996.0,Palau,Saudi Arabia,BAHRI,Saudi Arabia,Mideast Ship Management Ltd,BAHRI,Saudi Arabia,Chittagong,Bangladesh,2019-09-01 00:00:00+00:00,,,,,,,Watban,
9087025,JUBAIL,Chemical/Products Tanker,23196.0,11049.0,1996.0,Saudi Arabia,Norway,BAHRI,Saudi Arabia,Odfjell Tankers AS,BAHRI,Saudi Arabia,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,,
8107713,OASIS II,Tug/Supply Ship (O.R.S.V.),1264.0,1381.0,1983.0,Palau,Panama,Hadi H Al Hammam Establishment,Saudi Arabia,Arina Offshore DMCC,Hadi H Al Hammam Establishment,Saudi Arabia,Gadani,Pakistan,2019-02-01 00:00:00+00:00,,,,,,,,
7214521,MAWADDAH,Passenger/Roro Cargo/Ferry,10164.0,7252.0,1972.0,Saudi Arabia,,Nesma Holding Co Ltd,Saudi Arabia,Namma Shipping Lines,Namma International Trading,Saudi Arabia,Gadani,Pakistan,2019-01-01 00:00:00+00:00,,,,,,,,
9193604,AMIL 4,Tug/Supply Ship (O.R.S.V.),1161.0,1077.0,1998.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 4,
9193616,AMIL 5,Tug/Supply Ship (O.R.S.V.),1161.0,1073.0,1998.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 5,
9139816,AMIL 3,Tug/Supply Ship (O.R.S.V.),1282.0,1273.0,1997.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 3,
9269441,AMIL 22,Supply Launch,701.0,580.0,2003.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 22,
9139804,AMIL 2,Tug/Supply Ship (O.R.S.V.),1282.0,1273.0,1996.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 2,
9139799,AMIL 1,Tug/Supply Ship (O.R.S.V.),1282.0,1273.0,1996.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 1,
9188893,AMIL 6,Tug/Supply Ship (O.R.S.V.),1267.0,1307.0,1998.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 6,
9269439,AMIL 21,Supply Launch,701.0,577.0,2003.0,Comoros,Bahrain,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,Zamil 21,
8872617,BOONDOCKS,General Cargo Ship,2576.0,,1972.0,Syria,Tanzania,Feru Shipping Company Limited,Seychelles,Premier Shipping & Trading SA,Feru Shipping Co Ltd,Seychelles,Aliaga,Turkey,2019-05-01 00:00:00+00:00,,,,,,,,
9116254,FLOR,Tanker,67524.0,19456.0,1996.0,Palau,Liberia,Alpha Shipmanagement Pte Ltd,Singapore,Alpha Shipmanagement Pte Ltd,Melor Shipping Inc,Liberia,Chittagong,Bangladesh,2019-02-01 00:00:00+00:00,,,,,,,,
8906834,BASHUNDHARA-7,Bulk Carrier,23274.0,7833.0,1990.0,Bangladesh,,Atro Shipping S Pte Ltd,Singapore,Worldera Ship Management,East West Property Development,Bangladesh,Chittagong,Bangladesh,2019-06-01 00:00:00+00:00,,,,,,,,
9004243,ANDAMAN,Container Ship,14865.0,7050.0,1993.0,Palau,Liberia,Continental Shipping Line Pte,Singapore,Orient Express Lines Inc,Andaman Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00+00:00,,,,,,,Andaman Star,
9064762,PATH STAR,Container Ship,14849.0,6660.0,1993.0,St Kitts & Nevis,Liberia,Continental Shipping Line Pte,Singapore,Continental Shipping Line Pte,Pathein Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00+00:00,,,,,,,,
9138240,ATLA STAR,Container Ship,18233.0,7624.0,1997.0,St Kitts & Nevis,Liberia,Continental Shipping Line Pte,Singapore,X-Press Feeders,Atlantic Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00+00:00,,,,,,,Atlantic Star,
9146649,SENTOS STAR,Container Ship,13156.0,5307.0,1996.0,St Kitts & Nevis,Liberia,Continental Shipping Line Pte,Singapore,Continental Shipping Line Pte,Sentosa Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00+00:00,,,,,,,Sentosa Star,
9104902,S EMIRATES,Container Ship,36606.0,14323.0,1995.0,Palau,Panama,Dinesh Pandey,Singapore,Orient Express Lines Inc,Balaji Shipping Co SA,Panama,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,,
9111462,LILY QUEEN,Container Ship (Fully Cellular),10749.0,5732.0,1995.0,Liberia,,Erdinger Shipping Pte Ltd,Singapore,Orient Express Lines Inc,Lily Queen Pte Ltd,Liberia,Chittagong,Bangladesh,2019-10-01 00:00:00+00:00,,,,,,,,
8545599,NETWORKER,Cable Layer,2064.0,1822.0,1999.0,Comoros,,Global Marine Cable Systems,Singapore,Global Marine Cable Systems,Global Marine Cable Systems,Singapore,Chittagong,Bangladesh,2019-05-01 00:00:00+00:00,,,,,,,,
9136917,JUPITER,Wood Chips Carrier,31527.0,7972.0,1996.0,Panama,,Glory Ship Management Pte Ltd,Singapore,Glory Ship Management Pte Ltd,Victory Maritime,Panama,Gadani,Pakistan,2019-08-01 00:00:00+00:00,,,,,,,,
8514019,COSMIC 11,Products Tanker,984.0,,1985.0,Indonesia,,Hin Hin Group,Singapore,Nasional Aeromic Pelayaran,Nasional Aeromic Pelayaran,Indonesia,Jakarta,Indonesia,2019-11-01 00:00:00+00:00,,,,,,,,
9074391,JAPAN,Container Ship (Fully Cellular),64502.0,24212.0,1995.0,Palau,Singapore,Neptune Orient Lines Ltd,Singapore,APL LLC,APL LLC,United States Of America,Alang,India,2019-06-01 00:00:00+00:00,,,,,,,APL Japan,
9231107,INNOVATION,General Cargo Ship,23132.0,11697.0,2002.0,Gabon,Hong Kong,New Yangtze Navigation (Holding) Private Limited,Singapore,Libra Seaway Ltd-LIB,Libra Seaway Ltd-LIB,Liberia,Chittagong,Bangladesh,2019-06-01 00:00:00+00:00,,,,,,,Yangtze Innovation,
9151319,KOTA HARMUNI,Container Ship,13272.0,5313.0,1997.0,Singapore,,Pacific International Lines,Singapore,Pacific International Lines,Pacific International Lines,Singapore,Chittagong,Bangladesh,2018-12-01 00:00:00+00:00,,,,,,,,
9137129,KOTA HASIL,Container Ship,13272.0,5312.0,1996.0,Singapore,,Pacific International Lines,Singapore,Pacific International Lines,Pacific International Lines,Singapore,Chittagong,Bangladesh,2019-01-01 00:00:00+00:00,,,,,,,,
9208368,G2,Container Ship,19131.0,8764.0,2000.0,Nauru,Singapore,PSA International Pte Ltd,Singapore,PSA Marine Pte Ltd,PSA Marine Pte Ltd,Singapore,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,,
9112753,THERESA SUCCESS,Chemical/Products Tanker,26218.0,9453.0,1996.0,,Tuvalu,Raffles Shipping Corp Pte Ltd,Singapore,Raffles Shipmanagement Serv,Gloria Shipping Co Pte Ltd,Singapore,Chittagong,Bangladesh,2019-09-01 00:00:00+00:00,,,,,,,,
9015852,CAVALLY,Tanker,3668.0,2087.0,1991.0,Kiribati,,Raffles Shipping Corporation Private Limited,Singapore,Raffles Shipmanagement Serv,Cosmo Shipping Ltd,Mauritius,Alang,India,2019-01-01 00:00:00+00:00,,,,,,,,
9020522,GS GRAND,Chemical/Products Tanker,7916.0,3846.0,1991.0,St Kitts & Nevis,,Shipmate Private Limited,Singapore,Shipmate Pte Ltd,Goodluck Marine SA,Singapore,Chittagong,Bangladesh,2019-12-01 00:00:00+00:00,,,,,,,,
8909355,RISE,General Cargo Ship,11982.0,6635.0,1989.0,Panama,,Sunrise Maritime Private Limited,Singapore,Sai Maritime & Management,Sunrise Maritime Pte Ltd,Singapore,Gadani,Pakistan,2019-11-01 00:00:00+00:00,,,,,,,Sai Sunrise,
9426790,S AENEAS,Container Ship (Fully Cellular),54182.0,22197.0,2010.0,Palau,Hong Kong,Synergy Marine Group,Singapore,Hyundai Merchant Marine Co Ltd,Glorious Moment Ltd,"Hong Kong, China",Chittagong,Bangladesh,2019-05-01 00:00:00+00:00,,,,,,,Aeneas,
9082154,ADAM MOOSA,Products Tanker,1994.0,1200.0,1993.0,,Niue,SYR International Oil Trading Private Limited - last but one,Singapore,Agofa International Shipping,Agofa International Shipping,Marshall Islands,Gadani,Pakistan,2019-12-01 00:00:00+00:00,,,,,,,,
7903287,SW 1,Chemical/Products Tanker,3521.0,2053.0,1979.0,Mongolia,,Tan family group of companies,Singapore,Jin Hao Ship Management Co Ltd,Golden Luxury Corp,Belize,Chittagong,Bangladesh,2019-08-01 00:00:00+00:00,,,,,,,,
7221770,PT PROGRESS,Products Tanker,2331.0,1458.0,1972.0,Mongolia,,Tan family group of companies,Singapore,Jin Hao Ship Management Co Ltd,Soon Huat Pte Ltd,Singapore,Chittagong,Bangladesh,2019-10-01 00:00:00+00:00,,,,,,,Ocean Progress,
8508228,EASTERN GLORY,Products Tanker,4565.0,2970.0,1986.0,Mongolia,,Tan family group of companies,Singapore,Jin Hao Ship Management Co Ltd,Grand Ocean Shipping Line,Panama,Chittagong,Bangladesh,2019-10-01 00:00:00+00:00,,,,,,,,
8130681,PROGRESS,Refined Sugar Carrier,32333.0,11977.0,1985.0,Palau,Singapore,TNT Shipping & Development,Singapore,CHL Shipping BV,Commodity Handling Pte Ltd,Singapore,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,Chl Progressor,
9078103,THERESA BEGONIA,Chemical Tanker,4893.0,2659.0,1994.0,Tuvalu,,Wilmar Ship Holdings Pte Ltd,Singapore,Raffles Shipmanagement Serv,Elena Shipping Co Pte Ltd,Singapore,Alang,India,2019-06-01 00:00:00+00:00,,,,,,,,
8417601,HERALD,Bulk Carrier,15502.0,6200.0,1986.0,Palau,,Zhou Xiaoyan,Singapore,Jipeng Fuzhou Ship Management,Herald Shipping Co Ltd,Palau,Chittagong,Bangladesh,2019-10-01 00:00:00+00:00,,,,,,,,
9290804,RIBOR,Container Ship,42382.0,18000.0,2005.0,Comoros,Liberia,Splosna Plovba doo,Slovenia,COSCO Shipping Lines Co Ltd,Genshipping Corp,Liberia,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,Maribor,
8814213,JAMAL,Products Tanker,2492.0,1527.0,1989.0,Panama,Comoros,Sagal Multi - Service Clearance & Forwarding Company,Somalia,Al-Rafedain Shipping & Trading,Al-Rafedain Shipping & Trading,United Arab Emirates,Gadani,Pakistan,2019-12-01 00:00:00+00:00,,,,,,,,
8019289,INGWENYA,Trailing Suction Hopper Dredger,3681.0,3648.0,1981.0,South Africa,,South Africa Govt,South Africa,Portnet Dredging Services,Transnet Ltd,South Africa,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,,
7812098,PLATTE REEFER,Refrigerated Cargo Ship,3649.0,2410.0,1980.0,Panama,,Albacora SA,Spain,Albafrigo SA,COINASA,Panama,Alang,India,2019-08-01 00:00:00+00:00,,,,,,,,
7403641,ALBACORA DIEZ,Fishing Vessel,1904.0,,1977.0,Panama,,Albacora SA,Spain,Albafrigo SA,Overseas Tuna Co NV,Curacao,,,2019-09-01 00:00:00+00:00,,,,,,,,
8606941,FLIPPER 3,Fishing Vessel,1895.0,1780.0,1986.0,Guinea-Bissau,,Sea Group S.L.,Spain,Silver Seas Resorts SA,Silver Seas Resorts SA,Panama,Las Palmas,Spain,2019-12-01 00:00:00+00:00,,,,,,,,
7725805,HERAKLE,Anchor Handling Vessel,1641.0,1884.0,1980.0,Gabon,Malta,Marine Group AB,Sweden,Nestor Rederi AB,Milverstone Mentor Ltd,Cyprus,Alang,India,2019-11-01 00:00:00+00:00,,,,,,,Herakles,
7016644,SEAWAY INVINCIBLE,Standby Safety Vessel,1461.0,1176.0,1970.0,Togo,,Seaway-Offshore Limited,Sweden,Hallstrom Holdings Pte Ltd,Seaway Invincible Ltd,Dominica,Alang,India,2019-11-01 00:00:00+00:00,,,,,,,,
8312590,BALTIC BREEZE,Vehicles Carrier,29979.0,8791.0,1983.0,Singapore,,Wallenius Lines AB,Sweden,UECC,Wallenius Lines Singapore,Singapore,Aliaga,Turkey,2019-02-01 00:00:00+00:00,,,,,,,,
8202355,ARABIAN BREEZE,Vehicles Carrier,29874.0,11980.0,1983.0,Singapore,,Wallenius Lines AB,Sweden,UECC,Wallenius Lines Singapore,Singapore,Aliaga,Turkey,2019-05-01 00:00:00+00:00,,,,,,,,
8709640,OCEAN POINT,Container Ship,27103.0,11197.0,1989.0,St Kitts & Nevis,Panama,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Vinsea Holdings SA,Panama,Alang,India,2019-02-01 00:00:00+00:00,,,,,,,,
8905878,RON,Container Ship (Fully Cellular),18000.0,7588.0,1990.0,Palau,Panama,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Ronit Compania Naviera SA,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00+00:00,,,,,,,MSC Ronit,
7702918,ABDALKARIM,General Cargo Ship,1951.0,1126.0,1978.0,Tanzania (Zanzibar),,Marwan Ahmad Harmoush & Abdulkarim Abdallah Osman,Syria,Transocean Marine,Harmoush/Osman,Syria,Aliaga,Turkey,2019-07-01 00:00:00+00:00,,,,,,,,
8914532,YUMI,Products Tanker,27072.0,9758.0,1991.0,Comoros,Taiwan,CPC Corp Taiwan,Taiwan,CPC Corp Taiwan,CPC Corp Taiwan,Taiwan,Chittagong,Bangladesh,2019-09-01 00:00:00+00:00,,,,,,,An Yun,
8408674,ELITE GRACE,Bulk Carrier,5329.0,2445.0,1985.0,Mongolia,,Elite Navigation Co Ltd,Taiwan,Jui Zong Ship Management Co,Elite Marine Transportation,Panama,Chittagong,Bangladesh,2019-02-01 00:00:00+00:00,,,,,,,,
9116577,S ULTRA,Container Ship,69218.0,24018.0,1996.0,Palau,Panama,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Chittagong,Bangladesh,2019-02-01 00:00:00+00:00,,,,,,,Ever Ultra,
9130511,SALLY,Container Ship (Fully Cellular),14807.0,7004.0,1996.0,Palau,Panama,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Chittagong,Bangladesh,2019-04-01 00:00:00+00:00,,,,,,,Ever Ally,
9116618,VERA,Container Ship (Fully Cellular),69218.0,24018.0,1997.0,Palau,Panama,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Chittagong,Bangladesh,2019-04-01 00:00:00+00:00,,,,,,,Ever Union,
9130523,EVE,Container Ship (Fully Cellular),14807.0,7004.0,1997.0,Palau,Panama,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Chittagong,Bangladesh,2019-04-01 00:00:00+00:00,,,,,,,Ever Apex,
9130509,S ABLE,Container Ship (Fully Cellular),14807.0,7004.0,1996.0,Palau,Panama,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00+00:00,,,,,,,Ever Able,
9142162,EVER DELIGHT,Container Ship (Fully Cellular),52090.0,21820.0,1998.0,Panama,,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Alang,India,2019-09-01 00:00:00+00:00,,,,,,,,
9116606,EVER UNIQUE,Container Ship (Fully Cellular),69218.0,24048.0,1997.0,Singapore,,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Evergreen Marine Singapore,Singapore,Alang,India,2019-10-01 00:00:00+00:00,,,,,,,,
9116591,EVER UNISON,Container Ship (Fully Cellular),69218.0,24018.0,1996.0,Palau,Singapore,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Evergreen Marine Singapore,Singapore,Chittagong,Bangladesh,2019-11-01 00:00:00+00:00,,,,,,,Ever Unison,
9143336,ANGELA,Container Ship (Fully Cellular),14796.0,5129.0,1997.0,St Kitts & Nevis,,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Gaining Enterprise SA,Panama,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,Uni-Ample,
9143350,UNITY,Container Ship (Fully Cellular),14796.0,5129.0,1997.0,Panama,,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Gaining Enterprise SA,Panama,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,Uni-Angel,
9142186,EVER DIAMOND,Container Ship (Fully Cellular),52090.0,21820.0,1998.0,Panama,,Evergreen Marine Corp,Taiwan,Evergreen Marine Corp,Greencompass Marine SA,Panama,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,,
9107904,SMITA,Bulk Carrier,77255.0,20536.0,1995.0,Palau,Liberia,Formosa Plastics Marine Corporation,Taiwan,Eurochart Brokerage Inc,Allstar One Maritime SA,Marshall Islands,Chittagong,Bangladesh,2019-01-01 00:00:00+00:00,,,,,,,,
8504662,LEADER,Chemical/Products Tanker,3932.0,,1985.0,,,Ocean Grow Intl Shipmgmt,Taiwan,Ocean Grow Intl Shipmgmt,Success Regent Development Ltd,British Virgin Islands,,China,2019-03-01 00:00:00+00:00,,,,,,,,
8317344,SHINE,Cement Carrier,10944.0,5248.0,1984.0,Comoros,Panama,Ta-Ho Maritime Corp,Taiwan,Ta-Ho Maritime Corp,Chi Ho Maritime SA,Panama,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,Shine Ho,
8822272,KEN,Cement Carrier,13465.0,5002.0,1989.0,Niue,Taiwan,Ta-Ho Maritime Corp,Taiwan,Ta-Ho Maritime Corp,Ta-Ho Maritime Corp,Taiwan,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,KEN Ho,
9150858,XIAMEN,Container Ship,8957.0,4621.0,1997.0,Hong Kong,,TVL Business Group,Taiwan,TVL Marine Co Ltd,TVL Marine HK Co Ltd,"Hong Kong, China",Chittagong,Bangladesh,2019-02-01 00:00:00+00:00,,,,,,,,
9002702,WANA,Container Ship (Fully Cellular),17136.0,6828.0,1991.0,Palau,Singapore,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Singapore Pte,Singapore,Alang,India,2019-06-01 00:00:00+00:00,,,,,,,,
8914025,WAN CHAI 1,Container Ship (Fully Cellular),17134.0,7124.0,1990.0,Gabon,Singapore,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Singapore,Singapore,Alang,India,2019-10-01 00:00:00+00:00,,,,,,,,
8914013,WAN CHAI II,Container Ship (Fully Cellular),17134.0,7071.0,1990.0,Gabon,Hong Kong,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Hong Kong,Hong Kong,Alang,India,2019-11-01 00:00:00+00:00,,,,,,,,
8901755,WAN CHAI 3,Container Ship (Fully Cellular),17117.0,7108.0,1990.0,Gabon,Taiwan,Wan Hai Lines Ltd,Taiwan,Wan Hai Lines Ltd,Wan Hai Lines Ltd,Taiwan,Alang,India,2019-12-01 00:00:00+00:00,,,,,,,,
7812907,PETRA 1,Ro-Ro Cargo Ship,3887.0,2010.0,1979.0,Palau,Sierra Leone,Lake Logistics TZ Ltd,Tanzania,Alpha Logistics Services EPZ,Lake Logistics TZ Ltd,Tanzania,Alang,India,2019-10-01 00:00:00+00:00,,,,,,,,
8503319,B. P. P. 21,Products Tanker,1963.0,1578.0,1985.0,Thailand,,BPP Supply Co Ltd,Thailand,BPP Supply Co Ltd,BPP Supply Co Ltd,Thailand,Chittagong,Bangladesh,2019-08-01 00:00:00+00:00,,,,,,,,
7825370,PK 1,General Cargo,1095.0,695.0,1979.0,Thailand,,Harinsuit Transport Co Ltd,Thailand,Harinsuit Transport Co Ltd,Harinsuit Transport Co Ltd,Thailand,Chittagong,Bangladesh,2018-12-01 00:00:00+00:00,,,,,,,,
7821556,KHUNSAMUTRA,LPG Tanker,1162.0,1099.0,1979.0,Thailand,,Navakun Transport Company Limited,Thailand,Khunnavy Co Ltd,Khunnavy Co Ltd,Thailand,Chittagong,Bangladesh,2019-04-01 00:00:00+00:00,,,,,,,,
9106895,S BANI,Container Ship,9675.0,4577.0,1996.0,Palau,Thailand,Regional Container Lines PCL,Thailand,COSCO Shipping Lines Co Ltd,Regional Container Lines PCL,Thailand,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,Bani Bhum,
9106883,S ANAN,Container Ship,9675.0,4577.0,1996.0,Palau,Thailand,Regional Container Lines PCL,Thailand,COSCO Shipping Lines Co Ltd,Regional Container Lines Pte,Singapore,Chittagong,Bangladesh,2019-03-01 00:00:00+00:00,,,,,,,Anan Bhum,
7434482,UNIQUE 6,LPG Tanker,1196.0,,1976.0,Thailand,,SIAM GAS,Thailand,SIAM GAS,SIAM GAS,Thailand,Bangkok,Thailand,2019-11-01 00:00:00+00:00,,,,,,,,
8103339,BANGSAPHAN,General Cargo Ship,4787.0,2394.0,1981.0,Thailand,,Wong Samut Navigation Co Ltd,Thailand,Wong Samut Navigation Co Ltd,WongSamut Maritime,Thailand,Chittagong,Bangladesh,2019-09-01 00:00:00+00:00,,,,,,,,
7720192,TWENTY SIX,General Cargo Ship,1995.0,,1994.0,Panama,,ABC Seagroup,Turkey,ABC Shipchandler & Shipping Co,ABC Shipchandler & Shipping Co,Marshall Islands,Aliaga,Turkey,2019-05-01 00:00:00+00:00,,,,,,,,
7600720,BERIL,Ro-Ro Cargo Ship,4975.0,2752.0,1977.0,Moldova,,Akdeniz Roro Deniz Tasimaciligi Turizm Sanayi ve Ticaret Limited Sirketi,Turkey,Akdeniz Roro Deniz Tasima,Maya RoRo SA,Marshall Islands,Alang,India,2019-05-01 00:00:00+00:00,,,,,,,,
7435046,DIAMOND K,General Cargo,1685.0,,1977.0,Togo,Tanzania,Alcor Uluslarasi Tasimacilik Denizcilik Ticaret Limited Sirketi,Turkey,CK Trade Inc,CK Trade Inc,Marshall Islands,Aliaga,Turkey,2019-03-01 00:00:00+00:00,,,,,,,,
7203637,HORIZON,Passenger/Roro Cargo/Ferry,7707.0,3658.0,1971.0,Sierra Leone,,Aras Deniz Insaat AS,Turkey,Pelican Denizcilik San Tic Ltd,Pelican Denizcilik San Tic Ltd,Turkey,Aliaga,Turkey,2019-01-01 00:00:00+00:00,,,,,,,,
8230314,NILA,General Cargo Ship,2457.0,1567.0,1977.0,Togo,,Armada Shipping & Chartering,Turkey,Armada Shipping & Chartering,Caprica Shipping & Trading Ltd,Marshall Islands,Aliaga,Turkey,2019-03-01 00:00:00+00:00,,,,,,,Alnilam,
9068299,CARLA 1,General Cargo Ship,570.0,,1969.0,,,Butoni Denizcilik ve Ticaret A.S,Turkey,Dogan Denizcilik ve Ticaret AS,Dogan Denizcilik ve Ticaret AS,Turkey,Aliaga,Turkey,2019-05-01 00:00:00+00:00,,,,,,,,
7937874,YUSUF CELAL,General Cargo Ship,994.0,,1978.0,Turkey,,Coskun Denizcilik Lojistik Petrol Urunleri Insaat Sanayi ve Ticaret A.S.,Turkey,OF Denizcilik Ticaret AS,Coskun Denizcilik Lojistik,Turkey,Aliaga,Turkey,2019-07-01 00:00:00+00:00,,,,,,,,
7431131,MURAT,General Cargo Ship,2920.0,,1977.0,Comoros,Turkey,Efemay Denizcilik ve Ticaret,Turkey,Efemay Denizcilik ve Ticaret,Efemay Denizcilik ve Ticaret,Turkey,Aliaga,Turkey,2019-04-01 00:00:00+00:00,,,,,,,,
7901801,DENIZ ER B,General Cargo Ship,1973.0,,1983.0,Turkey,,Erdur Denizcilik Sanayi,Turkey,Erdur Denizcilik Sanayi,Erdur Denizcilik Sanayi,Turkey,Aliaga,Turkey,2019-11-01 00:00:00+00:00,,,,,,,,
8862789,ILVA,General Cargo Ship,2600.0,1195.0,1970.0,Togo,,Ergene Shipping & Trading Company Limited,Turkey,Lionmargroup Denizcilik,Ascension Shipping & Trading,Marshall Islands,Aliaga,Turkey,2019-05-01 00:00:00+00:00,,,,,,,,
8418746,MIA,Bulk Carrier,17458.0,7077.0,1992.0,Panama,,Gamma Denizcilik Nakliyat ve Dis Ticaret Limited Sirketi,Turkey,Gamma Denizcilik Nakliyat,Toros Shipping Ltd Corp,Panama,Aliaga,Turkey,2019-12-01 00:00:00+00:00,,,,,,,,
7819450,SERVET K,General Cargo Ship,1814.0,,1981.0,Turkey,,Garanti Finansal Kiralama AS,Turkey,Adnil Denizcilik Ticaret Ltd,Garanti Finansal Kiralama AS,Turkey,Aliaga,Turkey,2019-07-01 00:00:00+00:00,,,,,,,,
8208426,HABAS,LPG Tanker,6529.0,4239.0,1984.0,Turkey,,Habas Petrol Urunleri,Turkey,Habas Petrol Urunleri,Habas Petrol Urunleri,Turkey,Aliaga,Turkey,2019-04-01 00:00:00+00:00,,,,,,,,
8515025,COPAN,Bulk Carrier,10681.0,4482.0,1986.0,Belize,,International Shipping Group,Turkey,Anmax Trading Corp Pte Ltd,Maya Land Shipping & Trading,Belize,Alang,India,2019-02-01 00:00:00+00:00,,,,,,,,
