IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL,USD/TON,SINGLE HULLED,NEXT TO LAST,DATE OF CHANGE,SUB-TYPE OF SHIP,DATE SOLD FOR BREAKING,FORMER NAME,COMMENT
7518408,Peter,RoRo,6090.0,,1976.0,Philippines,,Negros Navigation Company Incorporated,Philippines,Negros Navigation Company Incorporated,Negros Navigation Company Incorporated,,Chittagong,Bangladesh,2014-05-14 00:00:00+00:00,,,,,,,,
8017865,Princess,Passenger RoRo,6851.0,,1981.0,Comoros,Philippines,Philippine Span Asia Carrier Corporation,Philippines,Philippine Span Asia Carrier Corporation,Philippine Span Asia Carrier Corporation,,Chittagong,Bangladesh,2014-10-30 00:00:00+00:00,,,,2014-10-30 00:00:00,,,,
7703508,Solid Bay,General Cargo,3303.0,,1980.0,Philippines,,Solid Shipping Lines Corporation,Philippines,Solid Shipping Lines Corporation,Solid Shipping Lines Corporation,,Chittagong,Bangladesh,2014-03-05 00:00:00+00:00,,,,,,,,
8406030,Pearl,General Cargo,4618.0,,1984.0,Tuvalu,Philippines,Solid Shipping Lines Corporation,Philippines,Solid Shipping Lines Corporation,Solid Shipping Lines Corporation,,Chittagong,Bangladesh,2014-05-07 00:00:00+00:00,,,,2014-04-01 00:00:00,,,,
8617017,Andola,Tanker,22626.0,,1988.0,Panama,,Access Group S.A.,Philippines,Access Group S.A.,Access Group S.A.,,Gadani,Pakistan,2014-04-30 00:00:00+00:00,,,,,,,,
7377921,Span Asia 14,General Cargo,3828.0,,1974.0,Philippines,,Philippine Span Asia Carrier Corporation,Philippines,Philippine Span Asia Carrier Corporation,Philippine Span Asia Carrier Corporation,,,,2014-01-01 00:00:00+00:00,,,,,,,,
8813946,Armia Krajowa,Bulk carrier,41266.0,,1991.0,Vanuatu,,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Saturn Two Shipping Limited,,Alang,India,2014-05-18 00:00:00+00:00,,,,,,,,
8002743,Tenedos,General Cargo With Container Capacity,2854.0,,1980.0,Panama,,Dano Sp. z.o.o.,Poland,Dano Sp. z.o.o.,Tenedos Shipping S.A.,,Aliaga,Turkey,2014-02-12 00:00:00+00:00,,,,,,,,
8908856,Kaliope,Asphalt Tanker,11829.0,,1995.0,Bahamas,,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Drawa Shipping Limited,,Aliaga,Turkey,2014-01-27 00:00:00+00:00,,,,,,,,
8919611,Legiony Polskie,Bulk carrier,41237.0,,1991.0,Vanuatu,,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Saturn Five Shipping Limited,,Gadani,Pakistan,2014-09-15 00:00:00+00:00,,,,,,,,
8813960,Orleta Lwowskie,Bulk carrier,41238.0,,1991.0,Vanuatu,,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Saturn Four Shipping Limited,,Gadani,Pakistan,2014-09-15 00:00:00+00:00,,,,,,,,
8813958,Szare Szeregi,Bulk carrier,41191.0,,1991.0,Vanuatu,,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Saturn Three Shipping Limited,,Gadani,Pakistan,2014-09-27 00:00:00+00:00,,,,,,,,
7813999,Drawa,General Cargo,1575.0,,1978.0,Poland,,Government of Poland,Poland,Baltramp Shipping Limited,Baltramp Shipping Limited,,Grenaa,Denmark,2014-07-14 00:00:00+00:00,,,,,,,,
5282627,Daphne,Passenger / Cruise,15833.0,,1955.0,St. Kitts-Nevis,,World Cruises Agency - Sucursal de Neomar Marine Limited,Portugal,World Cruises Agency - Sucursal de Neomar Marine Limited,Golden Laurel Maritime Incorporated,,Alang,India,2014-06-14 00:00:00+00:00,,,,,,,,
7812763,Alimar I,Reefer,2526.0,,1980.0,Panama,,Wayfield Trading International,Portugal,Wayfield Trading International,Perryfield Overseas S.A.,,Mumbai,India,2014-04-26 00:00:00+00:00,,,,,,,,
7229411,Al Hamadah,General Cargo,5623.0,,1972.0,Tanzania,Panama,Al Huda Shipping Company SA,Romania,Al Huda Shipping Company SA,Al Huda Shipping Company SA,,Alang,India,2014-10-03 00:00:00+00:00,,,,2014-04-26 00:00:00,,,,
7713278,Med Mermaid,General Cargo With Container Capacity,4415.0,,1979.0,Togo,Panama,Arados Shipping Company S.r.l.,Romania,Arados Shipping Company S.r.l.,Black Sea Marine SA,,Aliaga,Turkey,2014-02-11 00:00:00+00:00,,,,2013-12-17 00:00:00,,,,
7612371,Adamclisi,Tug,198.0,,1968.0,Romania,,Coremar S.A.,Romania,Coremar S.A.,Coremar S.A.,,Aliaga,Turkey,2014-11-17 00:00:00+00:00,,,,,,,,
7019220,Yamm,Fully Cellular Containership,4079.0,,1970.0,Moldova,,SC Tomini Trading S.r.l.,Romania,SC Tomini Trading S.r.l.,Fairline Maritime SA,,Aliaga,Turkey,2014-11-17 00:00:00+00:00,,,,,,,,
8128896,Adi,General Cargo With Container Capacity,1499.0,,1982.0,Moldova,,SC Tomini Trading S.r.l.,Romania,SC Tomini Trading S.r.l.,Rowan Shipping Limited,,Aliaga,Turkey,2014-10-22 00:00:00+00:00,,,,,,,,
8502200,Gramosti,RoRo,9160.0,,1984.0,Romania,,Sammarina Shipping & Trading S.R.L.,Romania,Sammarina Shipping & Trading S.R.L.,Pellistera Incorporated,,Constantza,Romania,2013-12-31 00:00:00+00:00,,,,,,,,
8313336,Pride,Bulk carrier,26087.0,,1985.0,St. Kitts-Nevis,Liberia,White Star Shipmanagement Incorporated,Romania,White Star Shipmanagement Incorporated,Seapride Shipmanagement Company,,Gadani,Pakistan,2014-03-29 00:00:00+00:00,,,,2014-03-06 00:00:00,,,,
7517545,Siraj,General Cargo,2353.0,,1976.0,Tanzania,,Seahorse Maritime,Romania,Seahorse Maritime,Siraj Maritime Limited S.A.,,Sulina,Romania,2014-08-19 00:00:00+00:00,,,,,,,,
7703924,Mikhail Kvasnikov,Fish Factory,3834.0,,1979.0,Russia,,A/O Kronverk,Russia,A/O Kronverk,A/O Kronverk,,Alang,India,2014-11-29 00:00:00+00:00,,,,,,,,
8416176,Abris,Bulk carrier,14159.0,,1985.0,Panama,,Atlantic Shipping Company Limited,Russia,Atlantic Shipping Company Limited,Bluesky Shipping Company Limited,,Alang,India,2014-06-12 00:00:00+00:00,,,,,,,,
8123872,Aniva,General Cargo,6263.0,,1981.0,Russia,,Azia Shipping Holding Limited,Russia,Azia Shipping Holding Limited,Key Developments SA,,Alang,India,2014-04-22 00:00:00+00:00,,,,,,,,
8716318,Baltic Mercur,RoRo,15893.0,,1988.0,Malta,,Baltic Mercur Joint Stock Company,Russia,Baltic Mercur Joint Stock Company,Baltic Mercur Shipping Limited,,Alang,India,2014-09-18 00:00:00+00:00,,,,,,,,
